   3.8717591000000001e-01   2.0563012000000000e-01   7.0057713000000001e+00   4.8323635000000003e+01   2.9131238000000000e+01   1.7274970999999999e+02   5.1544000000000000e+04
   7.2347371999999999e-01   6.7572910000000003e-03   3.3948518999999999e+00   7.6659745999999998e+01   5.5219952999999997e+01   4.9298375999999998e+01   5.1544000000000000e+04
   9.9998805000000002e-01   1.6716812000000001e-02   8.8543531000000002e-04   1.7540647999999999e+02   2.8761577999999997e+02   2.5760683999999998e+02   5.4000000000000000e+04
   1.5239844000000000e+00   9.3314935000000002e-02   1.8506136000000000e+00   4.9535248000000003e+01   2.8656420000000003e+02   1.9094429999999999e+01   5.1544000000000000e+04
   5.2107644999999998e+00   4.9715758999999998e-02   1.3044197000000000e+00   1.0044249000000001e+02   2.7550414000000001e+02   1.8387561999999999e+01   5.1544000000000000e+04
   9.5869201999999998e+00   5.5944003999999999e-02   2.4847847999999999e+00   1.1361884000000001e+02   3.3583258999999998e+02  -3.9463560999999999e+01   5.1544000000000000e+04
   1.9234105000000000e+01   4.4369076000000000e-02   7.7287008000000001e-01   7.3908931999999993e+01   9.6656163000000006e+01   1.4291587000000001e+02   5.1544000000000000e+04
   3.0111359000000000e+01   1.1211871000000000e-02   1.7672166000000000e+00   1.3176686000000001e+02   2.6539294999999998e+02  -9.1954294000000004e+01   5.1544000000000000e+04
   3.9272111000000002e+01   2.4467185000000000e-01   1.7150969000000000e+01   1.1028351000000001e+02   1.1376742000000000e+02   1.5020792000000000e+01   5.1544000000000000e+04
   9.0032900000000005e-01   1.7105522000000001e-01   7.9559199999999999e+00   3.5743142999999998e+02   3.4323658000000000e+02   5.2625405999999998e+01   5.4200000000000000e+04
   9.0673599999999999e-01   8.6845444999999999e-01   4.0356899999999998e+00   3.4277208000000002e+02   3.2239782000000002e+02   3.2830170029999999e+02   5.4200000000000000e+04
   9.0800259999999999e-01   2.7176608000000002e-01   7.2539400000000001e+00   3.1547181999999998e+02   3.3642045000000002e+02   5.4111859000000003e+01   5.4200000000000000e+04
   9.0963410000000000e-01   2.1765254000000001e-01   2.0964100000000001e+00   1.5963529000000000e+02   1.1941817000000000e+02   1.4161518179999999e+02   5.4200000000000000e+04
   9.1139899999999996e-01   1.1078484000000000e-01   2.6226900000000000e+00   3.1333854000000002e+02   7.6392699999999998e+00   3.0955153639999997e+02   5.4200000000000000e+04
   9.1140290000000002e-01   7.8065556000000003e-01   7.7828999999999997e+00   6.9373620000000003e+01   2.1358376999999999e+02   1.6921815620000001e+02   5.4200000000000000e+04
   9.1256040000000005e-01   3.6599250000000000e-01   8.3153199999999998e+00   3.0597027000000003e+02   2.5507239999999999e+01   2.6932889069999999e+02   5.4200000000000000e+04
   9.1393760000000002e-01   4.1209549000000001e-01   5.2096099999999996e+00   2.0538303999999999e+02   2.1100626000000000e+02   6.9258606799999995e+01   5.4200000000000000e+04
   9.1405809999999998e-01   3.4250016000000000e-01   7.5226300000000004e+00   1.5412079000000000e+02   4.3564699999999998e+00   3.4326371710000001e+02   5.4200000000000000e+04
   9.1524870000000003e-01   2.6483238999999997e-01   1.2915200000000000e+00   1.7829646000000000e+02   1.5024100000000001e+01   1.8917199339999999e+02   5.4200000000000000e+04
   9.1634249999999995e-01   1.1221324000000001e-01   2.8303699999999998e+00   7.2729830000000007e+01   7.8651000000000000e+00   1.0217397180000000e+02   5.4200000000000000e+04
